date	tweets
20141116	"| A very good meeting with Crown Prince Salman bin Abdulaziz Al Saud of Saudi Arabia. http://t.co/BSlB2Ep1P1| An extensive &amp; fruitful bilateral meeting with Chancellor Merkel. Discussed ways to strengthen India-Germany ties. http://t.co/6jMZcQT4LC| Here are the highlights of my statement on Energy, shared during the G20 Summit. http://t.co/9g2AAsdOIW| My Statement on ""Delivering Global Economic Resilience"" at the G20 Summit. http://t.co/QDopA83gl3| It has been a productive 2 days at the G20. Met world leaders, talked about further strengthening bilateral ties &amp; other global issues.| Fortunate to begin bilateral visit to Australia by unveiling Gandhi ji's statute in Brisbane. http://t.co/0MTbrqlrpv http://t.co/cLiMAlhE3V| Touched by enthusiasm of the Indian community! This is a picture at the venue where Gandhi ji's Statue was unveiled. http://t.co/OUrXinaIRd| My thanks to Premier Campbell Newman &amp; Lord Mayor Graham Quirk for the excellent reception! http://t.co/it43CL1msj http://t.co/W4Jbd66QRl| RT @theqldpremier: Fantastic to welcome @narendramodi to Brisbane City Hall to talk QLD/India relationships #G20 http://t.co/2PZa7MLY9x| @theqldpremier Thank you for the warm welcome! It was wonderful to meet you.| This is a picture from the delightful cultural programme during the reception. http://t.co/fGUBCLjbp6| A wonderful day for Indian badminton! Congrats to @NSaina &amp; K Srikanth for the victories at the China Open Super Series Badminton Tournament| On Pujya Balasaheb Thackeray's Punya Tithi, I salute the great man who always lived for the people &amp; stood for their well-being.| The life of Pujya Balasaheb Thackeray continues to inspire us. He lives in the hearts of millions."
20141117	"| Met Australian &amp; Indian businesspersons over breakfast. Talked about the immense investment opportunities India has to offer.| Thank you Brisbane. Leaving for Sydney. Looking forward to the Indian community programme. http://t.co/UK7KP5mzzv| Amazing welcome in Sydney. Glad to be here. http://t.co/6sv2kmz8dh| Overwhelmed, honoured and humbled. Will never forget this day. http://t.co/uGeVUGkCQQ| The meeting with @mikebairdMP was very good. We discussed a wide range of issues. http://t.co/VlzESNO2z8| RT @mikebairdMP: Meeting the man with the trillion dollar infrastructure plan, Indian PM @narendramodi http://t.co/pAJA1AkjZi| RT @mikebairdMP: An incredibly powerful speech from Indian PM @narendramodi addressing Sydney's Indian-Australian community #ModiInAus http…| @mikebairdMP It was wonderful meeting you! Also wonderful being in Sydney.| From the Allphones Arena earlier today. http://t.co/lNxFy60nhX| With @BrettLee_58. His love for India is truly admirable. http://t.co/LaA0176v3E| Thank you Ramesh Chandra ji! It was great meeting you during the programme in Sydney. http://t.co/17CPRPTJNB| My deepest gratitude to the Indian community in Australia for the splendid community programme. Will always remember the warmth &amp; enthusiasm| Here is the video of my speech at the Allphones Arena. http://t.co/8w2tSMxMmg| I feel my friendship with @TonyAbbottMHR will further strengthen India-Australia ties in the years to come. http://t.co/3NJAiBSqtg"
20141118	"| PM Abbott &amp; I turned photographers! #Australia #Canberra #IndiaAustralia #Friendship  #Photography @… http://t.co/NVXJJ6gVCB| Began the day with an early morning visit to the War Memorial with @TonyAbbottMHR. http://t.co/FhXJ9TttrG http://t.co/NSmDZhhzIk| The fact that both PM @TonyAbbottMHR &amp; I had reciprocal visits in the same year indicates our commitment to strengthen India-Australia ties.| Sharing the text of the Joint Statement. http://t.co/VYjOFNmWPk| Honoured to address the Australian Parliament. Here is the text of my speech. http://t.co/Uo0dglHAMl http://t.co/YAqUzQG3zU| Heard of John Lang? Know more about this multifaceted Australian who became the Counsel to Rani Lakshmibai. http://t.co/3YPnp14WR1| John Lang- a remarkable Australian's extraordinary Indian journey. http://t.co/s4clN6Hfyh| With my friend @TonyAbbottMHR at the MCG. http://t.co/mprgKYPuxG| Thank you @TonyAbbottMHR for the wonderful dinner at @MCG. Enjoyed being at this iconic ground. http://t.co/JnrfOOiqtj| Thank you Australia! Past few days have been excellent. Sharing some photos from this memorable visit. http://t.co/gFCJqEc4HD| Bula from Fiji! On the shores of the Pacific Ocean, among wonderful people. #Fiji #Nature… http://t.co/anR9WfdCYP| RT @richardmcolbeck: Prime Minister Modi speech full of wonderful vision, great philosophy and inspiring determination #auspol| @richardmcolbeck Thank you for your kind words.| RT @PeterDutton_MP: Excellent speech by PM @narendramodi to the Parliament. He's the first Indian leader to visit Australia in 28 yrs http:…| @PeterDutton_MP Thank you.| RT @AlexHawkeMP: Two fantastic &amp; historic addresses to Parliament from PM @TonyAbbottMHR &amp; PM @narendramodi Looking forward to  ever streng…| @AlexHawkeMP I thank you for your kind words. @TonyAbbottMHR| @SHendersonMP Thank you.| RT @SHendersonMP: A historic address by Indian PM Modi in parliament today. Tony Abbott spoke of the prospects of a free trade... http://t.…| RT @ALeighMP: After @narendramodi's terrific address to parliament, he signed the photo of us meeting in his Delhi office in 2000. http://t…| @MichaelDanbyMP It was wonderful meeting you.| @JoshFrydenberg Thank you very much. The enthusiasm at the programme was wonderful.| RT @Matt_KeanMP: Quick selfie with the great @narendramodi #ModiInSydney #ModiInAus #Modi #ModiMagic #india #ModiInAustralia http://t.co/aD…| RT @Vic_Premier: With Indian PM @narendramodi, PM @TonyAbbottMHR, cricket legends &amp; the @cricketworldcup trophy @MCG http://t.co/DUv7iQcyLS"
20141119	"| Honoured to address Parliament of Fiji. For India, Fiji will always have a special place. Our relation is based on a shared culture &amp; values| Addressing the Parliament of Fiji earlier today. http://t.co/abzF3NGIGk| India is prepared to be a partner in Fiji's development journey &amp; finding opportunities for the youth of Fiji. http://t.co/aZcFUXwM1t| In my meeting with Prime Minister Bainimarama, we discussed ways to expand the partnership between India &amp; Fiji. http://t.co/Almt8I4suO| I see my visit as an opportunity to renew an old relationship &amp; lay foundation for a strong partnership for future. http://t.co/8fYi6Fmriy| I join my fellow countrymen &amp; women in remembering our former PM Smt. Indira Gandhi on her birth anniversary. My tributes.| With Pacific Island leaders. http://t.co/RFjrXbLWvG| Am very happy to have got the opportunity to meet Pacific Island Leaders. Close partnership with Pacific Islands is important for us.| Announced key measures to strengthen our partnership with Pacific Island nations, including Visa on arrival for visitors from these nations.| I proposed cooperation in use of space technology applications to improve quality of life &amp; means of communications.| Sharing my remarks during the meeting with Pacific Island leaders, which has details of measures announced today. http://t.co/7iXR8XCe4T| I bow to Rani Lakshmibai on her birth anniversary. She epitomised ultimate courage &amp; bravery. Her patriotic zeal inspires every Indian.| Delighted to address citizens at Fiji National University. Their enthusiasm made me glad. Sharing video of my speech. http://t.co/XInyoiCrNk| I thank PM Bainimarama for hosting the banquet. Will always remember the warmth &amp; hospitality of the people of Fiji. http://t.co/t5A4v2aLAi"
20141120	"| Met former Afghanistan President Mr. Hamid Karzai. http://t.co/g4636TUHJF| I welcome this effort by Udit Narayan &amp; Saba Karim. This will strengthen the efforts towards a Swachh Bharat. http://t.co/6p49BzV4ZW| Raju Srivastava's joining the Swachh Bharat Abhiyaan is extremely laudable. http://t.co/pEvHpkBGHY #MyCleanIndia| RT @ImRaina: http://t.co/Jl5bABaYsW| RT @ImRaina: Before http://t.co/8Bq6swVM68| RT @ImRaina: After http://t.co/UoNb7GDTml| Well done @ImRaina &amp; Shikhar Dhawan! I welcome this effort towards a Clean India! #MyCleanIndia http://t.co/7UncnAHKdw| PM Bainimarama took our selfie before the banquet he hosted yesterday evening. http://t.co/0IHQFouNmL| RT @FijiPM: PM Bainimarama with the Prime Minister @narendramodi on a beautiful day in Suva http://t.co/umzc6r2Sl0| RT @nikkihaley: .@narendramodi We are building great partnerships between SC &amp; India, and we feel the positive energy and hope your leaders…"
20141121	"| Warm birthday wishes to Gujarat CM @anandibenpatel. May Almighty bless her with good health &amp; a long life.| A visit where I saw renewed respect &amp; immense enthusiasm towards India. My blog on the recently concluded visit. http://t.co/apFTvVnyo6| This Republic Day, we hope to have a friend over…invited President Obama to be the 1st US President to grace the occasion as Chief Guest."
20141122	| On Mulayam Singh Yadav ji's birthday I extend my greetings to him and pray that he is blessed with a long and healthy life.| It was wonderful being in J&amp;K. J&amp;K has a special place in my heart. Addressed a rally in Kishtwar. A big thanks to all those who joined| For how long can 2 families rule J&amp;K? Their 'understanding' to alternately loot the State must stop. J&amp;K's youth can transform the State.| Urged people to vote BJP for J&amp;K's development &amp; to bring a qualitative change in people's lives. http://t.co/HuQITHJUgP
20141123	"| The latest newsletter takes you through important highlights of my visit to Myanmar, Australia &amp; Fiji. http://t.co/Ihv7P78PRm"
20141124	"| A dedicated leader, Shri Murli Deora's warm nature made him popular across party lines. News of his demise is saddening.| My deepest condolences to @milinddeora &amp; the Deora family on Shri Murli Deora's demise. May his soul rest in peace.| Just yesterday I had spoken to Shri Murli Deora's family &amp; asked about his health. Very sad to hear the unfortunate news today.| Guru Tegh Bahadur's martyrdom was a watershed moment in our history.We salute Guru Tegh Bahadur on this day &amp; remember his supreme sacrifice| Inspiring effort by WB Governor Keshari Nath Tripathi ji. It will draw several others to join Swachh Bharat Mission. http://t.co/mX3Hm2Naox| No words are enough to compliment Manu Sharma ji's efforts &amp; his gesture of donating savings to Swachh Bharat Mission http://t.co/CHbXkTtkuD| RT @priyankachopra: Here it is... My contribution towards the #SwachhBharatAbhiyan http://t.co/hZe3ssVvQn @narendramodi @PMOIndia| An innovative effort by @priyankachopra. It is a wonderful way to bring people together to create a Swachh Bharat. Kudos! #MyCleanIndia"
20141125	"| As polls begin in J&amp;K and Jharkhand, I urge my sisters &amp; brothers in these States to go out &amp; vote in large numbers.| I particularly call upon my young friends in J&amp;K and Jharkhand to turnout in large numbers &amp; cast their votes.| Addressed a rally in Chaibasa. Spoke about the need to elect a stable government for the overall development of Jharkhand.| BJP is committed to the overall progress of Jharkhand &amp; taking its development journey to new heights. http://t.co/tA440sozUS| Leaving for Nepal to attend the SAARC Summit.| Wonderful to be in Nepal again! I can never forget the warmth with which I have been welcomed here. http://t.co/j0CJQdOtWF| Handed over the DHRUV Advanced Light Helicopter (ALH) Mark III to Nepal. http://t.co/HsRYoD7vM9| On board the bus service that connects India &amp; Nepal even further. http://t.co/ffJGMDDSFt| Sharing highlights of my speech at the handing over &amp; inauguration of the Trauma Center. http://t.co/VtKhcktu7O| With PM Koirala. We had a very good meeting, discussed ways to strengthen India-Nepal relations. http://t.co/bLhEsNkywy| The various agreements &amp; MoUs signed today will give a renewed impetus to India-Nepal relations. http://t.co/2r1tvu8FP1"
20141126	"| We remember the horrific terror attacks in Mumbai on this day in 2008 &amp; pay homage to the innocent men &amp; women who lost their lives.| We salute the brave security personnel who laid down their lives to protect several lives on that fateful day. They are our true heroes.| Today is a day to reaffirm our commitment to work together to combat the menace of terror &amp; uproot it from the face of humankind.| Sharing the video &amp; text of my address during the 18th SAARC Summit in Kathmandu. http://t.co/Kc4pMn0T8v| Had fruitful meetings with SAARC leaders. Here is a picture of my meeting with PM Sheikh Hasina. http://t.co/T5kquJ2EEy| RT @tsheringtobgay: Good meeting with PM @narendramodi He invited me to attend Vibrant Gujarat this January| RT @tsheringtobgay: PM @narendramodi also appreciated Bhutan National Reading Year - 2015, and committed to send experts who organized 'Guj…| PM @tsheringtobgay, it was wonderful meeting you! We are committed to enhancing India-Bhutan cooperation. http://t.co/fmgPbKVlS8| With the President of Afghanistan, Dr. @ashrafghani http://t.co/uiXYFU54W8| RT @PresRajapaksa: President: The initiative of PM @narendramodi to develop and launch a Satellite dedicated to SAARC is a welcome initiati…| RT @PresRajapaksa: PM Modi thanked the President for pardoning and sending back the Indian fishermen. 1/2 #SriLanka #SAARC2014| RT @PresRajapaksa: The two leaders met this evening on the sidelines of the #SAARC Summit. 2/2 #SriLanka #SAARC2014| RT @PresRajapaksa: I thank @narendramodi for the foriegn policy his Government has adopted. That is what made the releasing of fishermen po…| During our meeting, @PresRajapaksa &amp; I discussed ways to strengthen India-Sri Lanka relations in the years to come. http://t.co/iN5DoXsf5P| President Abdulla Yameen &amp; I see a bright future for India-Maldives ties. Scope of cooperation is immense. http://t.co/1tmxntyZqQ"
